assignment_id,experiment_id,user_id,variant,assignment_timestamp
2424,2,1499,treatment,2026-03-12 00:00:00
2425,1,396,control,2026-05-13 00:00:00
2426,3,1691,control,2026-01-31 00:00:00
2427,1,1126,control,2025-06-21 00:00:00
2428,1,1249,control,2026-06-10 00:00:00
2429,3,527,treatment,2026-06-26 00:00:00
2430,1,281,control,2026-02-04 00:00:00
2431,2,1029,control,2026-04-17 00:00:00
2432,2,132,treatment,2026-03-30 00:00:00
2433,2,954,treatment,2026-02-14 00:00:00
2434,2,1274,control,2025-06-30 00:00:00
2435,2,952,control,2025-06-26 00:00:00
2436,3,1281,treatment,2025-08-31 00:00:00
2437,2,1203,control,2026-02-01 00:00:00
2438,3,490,control,2025-10-15 00:00:00
2439,3,736,treatment,2026-06-21 00:00:00
2440,3,460,treatment,2026-08-05 00:00:00
2441,2,1219,control,2026-06-04 00:00:00
2442,1,1783,control,2025-05-01 00:00:00
2443,3,1544,treatment,2025-09-24 00:00:00
2444,3,335,control,2025-09-01 00:00:00
2445,1,1747,control,2026-08-18 00:00:00
2446,3,1072,control,2025-08-18 00:00:00
2447,1,282,control,2025-04-22 00:00:00
2448,3,107,control,2025-08-17 00:00:00
2449,3,17,control,2025-10-26 00:00:00
2450,3,392,control,2026-09-05 00:00:00
2451,2,1552,control,2026-06-19 00:00:00
2452,3,202,control,2026-01-04 00:00:00
2453,1,492,treatment,2026-05-06 00:00:00
2454,3,343,treatment,2026-04-18 00:00:00
2455,3,276,treatment,2025-11-26 00:00:00
2456,2,1043,treatment,2025-07-31 00:00:00
2457,3,805,control,2025-09-11 00:00:00
2458,3,1354,treatment,2026-06-01 00:00:00
2459,2,955,treatment,2026-06-11 00:00:00
2460,1,930,control,2025-10-12 00:00:00
2461,1,1135,control,2025-08-01 00:00:00
2462,1,664,control,2025-05-20 00:00:00
2463,2,1,control,2025-07-18 00:00:00
2464,3,1138,treatment,2026-06-05 00:00:00
2465,2,461,treatment,2026-06-27 00:00:00
2466,1,583,control,2026-07-18 00:00:00
2467,3,133,treatment,2026-01-31 00:00:00
2468,3,1583,treatment,2026-06-14 00:00:00
2469,1,692,control,2025-11-10 00:00:00
2470,2,893,control,2026-02-05 00:00:00
2471,1,315,control,2025-04-24 00:00:00
2472,2,295,treatment,2025-12-25 00:00:00
2473,3,1079,treatment,2026-08-16 00:00:00
2474,2,104,control,2026-07-10 00:00:00
2475,2,1734,control,2026-01-28 00:00:00
2476,2,79,treatment,2025-11-08 00:00:00
2477,2,1204,treatment,2025-06-27 00:00:00
2478,1,987,control,2026-04-18 00:00:00
2479,1,1277,control,2026-07-23 00:00:00
2480,3,1546,control,2026-02-15 00:00:00
2481,3,1282,control,2026-06-15 00:00:00
2482,3,1418,control,2026-06-15 00:00:00
2483,2,180,control,2026-05-15 00:00:00
2484,3,995,control,2026-02-15 00:00:00
2485,2,581,control,2026-06-20 00:00:00
2486,2,850,control,2025-11-12 00:00:00
2487,3,948,treatment,2025-11-08 00:00:00
2488,1,833,control,2026-08-26 00:00:00
2489,2,527,control,2026-07-10 00:00:00
2490,3,1427,control,2026-08-13 00:00:00
2491,3,173,control,2026-01-04 00:00:00
2492,3,1770,control,2025-08-19 00:00:00
2493,1,911,treatment,2026-08-27 00:00:00
2494,2,1482,treatment,2026-08-28 00:00:00
2495,2,554,control,2026-04-05 00:00:00
2496,1,51,treatment,2025-07-05 00:00:00
2497,3,935,treatment,2026-04-29 00:00:00
2498,1,1730,treatment,2026-08-22 00:00:00
2499,2,1013,treatment,2026-04-05 00:00:00
2500,2,1425,treatment,2025-06-27 00:00:00
2501,3,706,treatment,2025-09-08 00:00:00
2502,3,310,control,2026-06-13 00:00:00
2503,3,935,control,2026-04-30 00:00:00
2504,3,1211,treatment,2025-11-01 00:00:00
2505,3,1286,treatment,2026-02-01 00:00:00
2506,3,125,treatment,2026-04-23 00:00:00
2507,2,252,control,2026-05-29 00:00:00
2508,1,708,control,2025-09-13 00:00:00
2509,3,944,control,2026-08-13 00:00:00
2510,3,415,control,2026-09-06 00:00:00
2511,1,647,treatment,2025-10-15 00:00:00
2512,1,1632,treatment,2025-07-03 00:00:00
2513,3,465,control,2026-09-06 00:00:00
2514,3,607,control,2025-11-07 00:00:00
2515,3,1065,control,2025-09-16 00:00:00
2516,1,910,control,2025-11-25 00:00:00
2517,1,282,treatment,2025-04-18 00:00:00
2518,2,27,control,2025-08-25 00:00:00
2519,3,96,control,2025-08-28 00:00:00
2520,2,853,treatment,2026-02-10 00:00:00
2521,2,189,treatment,2025-06-17 00:00:00
2522,2,1173,treatment,2026-04-22 00:00:00
2523,2,595,control,2025-06-25 00:00:00
2524,2,1542,control,2025-06-22 00:00:00
2525,2,689,treatment,2025-12-10 00:00:00
2526,3,866,treatment,2026-09-07 00:00:00
2527,2,753,treatment,2025-07-03 00:00:00
2528,3,1267,treatment,2025-11-30 00:00:00
2529,2,1184,treatment,2025-09-02 00:00:00
2530,1,103,treatment,2026-04-13 00:00:00
2531,1,747,treatment,2026-06-02 00:00:00
2532,2,1029,treatment,2026-04-03 00:00:00
2533,1,368,treatment,2025-12-27 00:00:00
2534,1,166,treatment,2025-11-08 00:00:00
2535,1,1457,control,2025-07-23 00:00:00
2536,1,616,control,2025-06-18 00:00:00
2537,1,671,treatment,2026-07-11 00:00:00
2538,3,269,control,2025-08-24 00:00:00
2539,1,647,treatment,2025-09-29 00:00:00
2540,3,1,control,2025-08-27 00:00:00
2541,3,677,control,2025-12-04 00:00:00
2542,1,1615,treatment,2026-01-17 00:00:00
2543,3,1014,control,2026-05-22 00:00:00
2544,3,101,control,2025-08-16 00:00:00
2545,3,1661,control,2025-11-14 00:00:00
2546,3,701,treatment,2025-08-30 00:00:00
2547,1,1221,control,2025-08-07 00:00:00
2548,3,376,treatment,2025-08-20 00:00:00
2549,1,1784,treatment,2025-08-19 00:00:00
2550,3,333,treatment,2025-09-30 00:00:00
2551,3,1797,treatment,2026-03-02 00:00:00
2552,3,741,treatment,2025-12-28 00:00:00
2553,3,970,control,2025-12-22 00:00:00
2554,2,577,treatment,2025-06-21 00:00:00
2555,1,1790,control,2026-09-01 00:00:00
2556,1,329,control,2026-05-16 00:00:00
2557,3,215,treatment,2026-07-26 00:00:00
2558,2,258,treatment,2025-11-27 00:00:00
2559,1,1089,treatment,2026-06-04 00:00:00
2560,1,1206,treatment,2026-04-26 00:00:00
2561,1,1562,control,2025-05-25 00:00:00
2562,3,587,control,2026-09-07 00:00:00
2563,1,562,treatment,2026-04-13 00:00:00
2564,3,668,treatment,2025-08-24 00:00:00
2565,2,902,control,2025-08-28 00:00:00
2566,3,351,control,2025-11-07 00:00:00
2567,1,139,control,2026-07-29 00:00:00
2568,2,1323,control,2026-09-03 00:00:00
2569,3,370,treatment,2025-08-28 00:00:00
2570,3,194,treatment,2025-08-31 00:00:00
2571,1,635,control,2026-03-03 00:00:00
2572,1,461,control,2026-07-08 00:00:00
2573,2,39,control,2025-07-22 00:00:00
2574,3,1251,control,2026-09-05 00:00:00
2575,2,649,control,2026-08-02 00:00:00
2576,1,524,control,2026-04-22 00:00:00
2577,1,128,control,2026-03-02 00:00:00
2578,3,304,treatment,2025-08-30 00:00:00
2579,3,1419,treatment,2025-08-15 00:00:00
2580,3,1741,treatment,2025-11-27 00:00:00
2581,2,1214,treatment,2026-01-18 00:00:00
2582,1,216,control,2025-11-02 00:00:00
2583,1,242,treatment,2025-06-16 00:00:00
2584,1,1527,control,2025-07-26 00:00:00
2585,3,71,treatment,2025-11-18 00:00:00
2586,2,1219,control,2026-05-31 00:00:00
2587,3,904,treatment,2026-05-26 00:00:00
2588,3,769,control,2026-02-27 00:00:00
2589,1,269,control,2025-06-14 00:00:00
2590,3,1644,treatment,2026-07-09 00:00:00
2591,3,277,control,2026-04-01 00:00:00
2592,2,951,control,2025-08-10 00:00:00
2593,3,1682,control,2025-10-28 00:00:00
2594,3,1554,treatment,2025-09-22 00:00:00
2595,2,156,control,2025-12-02 00:00:00
2596,3,994,control,2025-08-21 00:00:00
2597,2,198,treatment,2026-07-03 00:00:00
2598,2,217,control,2026-05-01 00:00:00
2599,2,357,control,2026-01-09 00:00:00
2600,1,1406,treatment,2026-08-06 00:00:00
2601,2,1169,treatment,2025-08-27 00:00:00
2602,3,1086,treatment,2025-08-28 00:00:00
2603,3,1550,control,2026-01-19 00:00:00
2604,3,1192,treatment,2026-05-18 00:00:00
2605,3,256,control,2025-10-23 00:00:00
2606,3,503,treatment,2025-11-11 00:00:00
2607,1,63,control,2025-11-27 00:00:00
2608,2,1311,control,2025-07-01 00:00:00
2609,3,426,treatment,2025-10-13 00:00:00
2610,2,296,treatment,2026-08-26 00:00:00
2611,3,857,control,2025-09-06 00:00:00
2612,2,1775,treatment,2026-04-02 00:00:00
2613,2,513,control,2025-07-27 00:00:00
2614,1,1505,treatment,2025-08-09 00:00:00
2615,1,1777,treatment,2025-10-16 00:00:00
2616,3,866,treatment,2026-09-06 00:00:00
2617,2,1563,treatment,2025-07-03 00:00:00
2618,2,1733,control,2026-08-15 00:00:00
2619,3,615,control,2025-10-17 00:00:00
2620,3,407,treatment,2026-01-06 00:00:00
2621,2,1338,control,2025-12-17 00:00:00
2622,1,1670,treatment,2026-02-04 00:00:00
2623,2,609,treatment,2025-12-06 00:00:00
2624,2,642,treatment,2025-07-26 00:00:00
2625,2,632,control,2026-08-02 00:00:00
2626,1,522,control,2025-05-11 00:00:00
2627,3,487,treatment,2026-07-22 00:00:00
2628,2,516,control,2025-06-27 00:00:00
2629,2,749,treatment,2025-12-11 00:00:00
2630,3,342,control,2025-09-02 00:00:00
2631,2,1379,control,2025-09-27 00:00:00
2632,1,582,treatment,2026-03-22 00:00:00
2633,2,759,treatment,2026-06-18 00:00:00
2634,1,1242,treatment,2025-09-09 00:00:00
2635,1,505,treatment,2026-06-18 00:00:00
2636,1,345,treatment,2026-07-27 00:00:00
2637,3,428,treatment,2025-08-14 00:00:00
2638,3,483,treatment,2025-08-18 00:00:00
2639,2,463,control,2025-12-08 00:00:00
2640,1,690,treatment,2025-07-25 00:00:00
2641,2,1785,control,2026-02-23 00:00:00
2642,1,1331,control,2025-05-18 00:00:00
2643,3,913,control,2025-11-22 00:00:00
2644,1,1639,treatment,2026-05-21 00:00:00
2645,2,1265,control,2026-03-28 00:00:00
2646,1,1010,treatment,2025-08-19 00:00:00
2647,1,1234,control,2026-06-07 00:00:00
2648,1,1434,treatment,2025-04-26 00:00:00
2649,1,259,treatment,2025-12-13 00:00:00
2650,1,412,treatment,2026-06-23 00:00:00
2651,2,55,control,2026-03-30 00:00:00
2652,2,845,control,2026-06-27 00:00:00
2653,2,259,treatment,2025-12-18 00:00:00
2654,2,422,control,2025-06-28 00:00:00
2655,2,1797,treatment,2026-02-26 00:00:00
2656,3,370,control,2025-08-21 00:00:00
2657,2,555,control,2025-09-20 00:00:00
2658,2,1166,treatment,2025-08-27 00:00:00
2659,3,1479,treatment,2025-09-01 00:00:00
2660,3,1132,treatment,2025-08-24 00:00:00
2661,2,1711,control,2026-02-22 00:00:00
2662,1,235,control,2025-05-19 00:00:00
2663,3,1007,control,2025-08-23 00:00:00
2664,3,1798,control,2026-08-27 00:00:00
2665,3,1640,control,2025-08-29 00:00:00
2666,2,698,treatment,2026-06-05 00:00:00
2667,1,1207,control,2025-05-13 00:00:00
2668,1,1330,control,2026-02-26 00:00:00
2669,1,855,control,2026-04-26 00:00:00
2670,2,1705,treatment,2026-03-07 00:00:00
2671,2,1332,control,2026-03-08 00:00:00
2672,1,486,treatment,2026-02-20 00:00:00
2673,1,416,control,2026-07-24 00:00:00
2674,3,228,control,2025-09-02 00:00:00
2675,1,343,treatment,2026-05-02 00:00:00
2676,1,1179,control,2026-02-16 00:00:00
2677,2,581,control,2026-06-06 00:00:00
2678,1,894,treatment,2025-04-23 00:00:00
2679,2,288,treatment,2025-07-04 00:00:00
2680,3,1087,control,2026-07-29 00:00:00
2681,3,14,treatment,2025-11-11 00:00:00
2682,2,298,control,2025-11-29 00:00:00
2683,3,1654,control,2025-08-18 00:00:00
2684,2,1551,treatment,2026-02-11 00:00:00
2685,2,26,control,2026-01-02 00:00:00
2686,2,825,treatment,2026-05-01 00:00:00
2687,3,162,treatment,2025-10-29 00:00:00
2688,1,1392,control,2026-07-17 00:00:00
2689,2,1678,control,2025-06-28 00:00:00
2690,1,790,control,2025-10-07 00:00:00
2691,3,86,control,2025-12-04 00:00:00
2692,2,652,control,2026-01-04 00:00:00
2693,1,1061,treatment,2026-04-04 00:00:00
2694,1,1331,control,2025-05-18 00:00:00
2695,3,869,control,2025-08-16 00:00:00
2696,1,598,control,2025-12-10 00:00:00
2697,1,148,treatment,2025-10-25 00:00:00
2698,3,1669,control,2025-08-20 00:00:00
2699,1,1091,control,2026-08-10 00:00:00
2700,2,764,control,2025-07-07 00:00:00
2701,2,1212,control,2025-08-24 00:00:00
2702,1,373,control,2026-02-19 00:00:00
2703,3,1007,treatment,2025-09-02 00:00:00
2704,2,349,treatment,2026-03-12 00:00:00
2705,3,1613,control,2026-03-19 00:00:00
2706,3,826,control,2025-10-04 00:00:00
2707,3,249,treatment,2025-11-28 00:00:00
2708,3,487,treatment,2026-07-12 00:00:00
2709,2,1028,treatment,2025-07-10 00:00:00
2710,2,1527,control,2025-08-09 00:00:00
2711,2,1652,treatment,2026-08-23 00:00:00
2712,3,1630,control,2026-07-24 00:00:00
2713,3,578,control,2026-05-27 00:00:00
2714,3,497,control,2026-03-22 00:00:00
2715,2,1381,treatment,2026-06-13 00:00:00
2716,3,1548,control,2025-08-17 00:00:00
2717,3,1157,treatment,2025-12-16 00:00:00
2718,3,710,control,2025-08-24 00:00:00
2719,2,159,treatment,2026-03-03 00:00:00
2720,1,1126,treatment,2025-06-26 00:00:00
2721,2,29,control,2026-03-10 00:00:00
2722,1,1586,control,2026-03-31 00:00:00
2723,2,1248,control,2025-11-21 00:00:00
2724,3,855,control,2026-04-18 00:00:00
2725,2,179,control,2026-07-18 00:00:00
2726,3,1321,control,2026-06-28 00:00:00
2727,1,1584,control,2025-06-18 00:00:00
2728,2,247,control,2026-05-06 00:00:00
2729,3,59,treatment,2025-11-04 00:00:00
2730,1,187,treatment,2026-05-31 00:00:00
2731,2,1184,control,2025-09-07 00:00:00
2732,3,910,treatment,2025-11-30 00:00:00
2733,3,967,control,2026-08-29 00:00:00
2734,1,1606,treatment,2025-08-15 00:00:00
2735,2,1635,control,2026-05-03 00:00:00
2736,1,1440,treatment,2025-04-25 00:00:00
2737,2,727,control,2025-11-14 00:00:00
2738,2,1461,treatment,2026-07-04 00:00:00
2739,2,294,treatment,2025-10-28 00:00:00
2740,3,832,control,2026-03-13 00:00:00
2741,1,1134,control,2026-02-21 00:00:00
2742,1,767,control,2026-05-29 00:00:00
2743,1,835,treatment,2025-05-06 00:00:00
2744,1,1799,control,2026-09-03 00:00:00
2745,3,1530,control,2026-05-20 00:00:00
2746,3,434,treatment,2026-05-29 00:00:00
2747,1,1782,control,2025-05-17 00:00:00
2748,3,507,treatment,2025-08-27 00:00:00
2749,1,1660,control,2026-02-28 00:00:00
2750,1,1186,treatment,2025-06-21 00:00:00
2751,1,1357,treatment,2025-04-30 00:00:00
2752,2,371,treatment,2026-06-13 00:00:00
2753,3,459,control,2025-09-01 00:00:00
2754,3,1019,treatment,2026-05-21 00:00:00
2755,3,1291,control,2025-08-17 00:00:00
2756,2,1131,treatment,2026-04-12 00:00:00
2757,2,203,treatment,2026-07-19 00:00:00
2758,2,58,treatment,2026-03-24 00:00:00
2759,1,1477,treatment,2026-09-05 00:00:00
2760,3,1186,treatment,2025-08-27 00:00:00
2761,3,263,treatment,2026-06-30 00:00:00
2762,2,1707,control,2025-08-12 00:00:00
2763,3,1128,control,2025-08-19 00:00:00
2764,3,1624,control,2025-08-30 00:00:00
2765,3,1296,treatment,2025-08-26 00:00:00
2766,1,588,treatment,2025-12-30 00:00:00
2767,1,7,treatment,2025-07-17 00:00:00
2768,3,354,control,2025-10-04 00:00:00
2769,3,74,treatment,2026-05-21 00:00:00
2770,2,597,treatment,2026-06-30 00:00:00
2771,3,281,treatment,2026-01-22 00:00:00
2772,1,352,control,2025-11-20 00:00:00
2773,3,337,treatment,2026-02-28 00:00:00
2774,2,1296,control,2025-07-04 00:00:00
2775,2,887,control,2025-07-01 00:00:00
2776,2,709,treatment,2025-06-15 00:00:00
2777,1,1082,treatment,2026-09-06 00:00:00
2778,3,11,treatment,2025-08-17 00:00:00
2779,3,1079,control,2026-08-27 00:00:00
2780,2,777,control,2025-06-19 00:00:00
2781,1,1573,control,2025-06-11 00:00:00
2782,1,1583,treatment,2026-06-19 00:00:00
2783,3,1343,control,2026-03-26 00:00:00
2784,2,784,treatment,2026-05-16 00:00:00
2785,2,1320,treatment,2026-06-24 00:00:00
